Volts,Energy Used
494.72034,10652720.6018986
494.63892,10662394.8288191
494.59614,10672225.7711156
494.5644,10681592.1572054
494.523,10691216.6348196
494.48022,10700742.5897218
494.3988,10710461.9555477
494.35602,10720673.2622058
494.31462,10729935.0898573
494.28288,10739329.6526442
494.2401,10749205.1444952
494.15868,10758731.807887
494.1159,10768068.9848937
494.0745,10778207.8203036
494.03172,10787282.7673327
493.99998,10797650.5608655
493.95858,10806437.9309058
493.87578,10816544.5692483
493.83438,10825831.4030634
493.7916,10836409.0144534
493.75986,10845486.9465804
493.67844,10855024.1631657
493.63566,10864178.0697779
493.59426,10874742.7277433
493.55148,10883492.0824049
493.51008,10893493.690446
493.4673,10902686.0640695
493.38588,10912810.8425086
493.3431,10921837.3914384
493.3017,10931752.0582138
493.25892,10941051.7231485
493.21752,10951126.7176611
493.13472,10960285.8923864
493.10298,10969915.7926833
493.06158,10979655.3982027
493.0188,10989727.0896281
492.93738,10999155.2088414
492.8946,11008753.4809584
492.8532,11018318.1614885
492.81042,11028382.8348637
492.76902,11037340.5598028
492.72624,11047338.1118498
492.65448,11056595.5853024
492.61308,11066650.2767933
492.5703,11075694.4894767
492.5289,11085335.2385608
492.48612,11095297.6985833
492.4047,11104688.0742331
492.36192,11115001.9631089
492.32052,11124550.104412
492.27774,11133896.3280366
492.23634,11143346.0390124
492.15354,11153310.5814333
492.11076,11162822.6563888
492.06936,11172037.4068156
492.02658,11181597.7336538
491.98518,11191234.9570809
491.90238,11200764.3428977
491.86098,11210474.9220155
491.8182,11220075.486038
491.7768,11229543.4892969
491.73402,11239168.5654719
491.6526,11248832.3589427
491.60982,11258454.5089067
491.56842,11268487.31727
491.52564,11277998.0898268
491.48424,11287526.7620021
491.40144,11297205.7765429
491.36004,11306566.8577526
491.31726,11316126.0706285
491.27586,11326034.0547624
491.22342,11335147.4928459
491.15166,11345282.0969407
491.09922,11354391.5802705
491.05644,11364439.271227
491.01366,11373517.9002137
490.97226,11384129.1763606
490.88946,11393363.3839672
490.84806,11403038.1621991
490.80528,11412011.9733299
490.75284,11422412.1825854
490.71144,11431400.8004438
490.62864,11441255.6164279
490.58724,11450428.6563752
490.54446,11460540.3201837
490.50306,11469555.0709642
490.46028,11479588.5284731
490.37886,11488956.2305633
490.33608,11499078.6568126
490.29468,11508059.3894959
490.2519,11518429.169622
490.2105,11527478.5737942
490.11666,11538080.6146882
490.07526,11546722.4276085
490.03248,11556267.6678344
489.99108,11565655.3968474
489.9483,11575462.3462038
489.90828,11584842.8946208
489.81444,11594523.0183296
489.77166,11604200.3364898
489.73026,11613874.8072341
489.68748,11623243.9400137
489.64746,11632883.1333923
489.55362,11642528.9155378
489.51084,11652641.0194641
489.46944,11662064.5777983
489.42942,11671420.8491571
489.34386,11681529.0551951
489.29142,11690744.6017388
489.25002,11700208.2241441
489.20724,11709803.2696863
489.16722,11719507.724665
489.12582,11729100.0337787
489.0306,11738435.1114077
488.9892,11748331.6244972
488.94642,11757994.9246104
488.9064,11767844.4076132
488.85396,11776921.6356885
488.76978,11787329.3694719
488.71734,11796635.646549
488.67732,11806177.8432435
488.63454,11815800.7615986
488.59314,11825195.6584302
488.49792,11834848.7250228
488.45652,11844914.1328879
488.4165,11853821.201952
488.36268,11864057.6115097
488.32128,11873215.3361956
488.2371,11883302.8031661
488.19432,11892280.2371772
488.14464,11901850.0452729
488.10186,11911468.0613456
488.04942,11921340.8255294
487.96524,11931353.3764192
487.91418,11940714.2507872
487.87278,11950677.6113579
487.83,11959991.8346301
487.7886,11969464.5151239
487.69338,11978887.4416128
487.65336,11988508.446559
487.60092,11998204.0634092
487.55952,12007732.1120401
487.51674,12017269.8964813
486.53556,12088217.6758257
486.5673,12098030.0214461
486.5673,12107635.2190065
486.55626,12117094.4055649
486.50382,12126698.7495111
486.48312,12137000.561106
486.44034,12146365.1532817
486.4224,12155870.59621
486.37962,12165283.7508253
486.31614,12174864.2542798
486.27474,12184703.0510641
486.23196,12194072.1748802
486.20022,12203476.3183333
486.1602,12213096.2922502
486.07602,12222837.6250693
486.03462,12232583.888921
485.99184,12242118.455383
485.95044,12251764.1604392
485.91042,12261483.091521
485.8359,12271053.0686557
485.7945,12280520.5000708
485.75172,12290550.3596705
485.69928,12299977.2161596
485.65926,12309542.1828853
485.58612,12319231.1700978
485.53368,12328795.9619483
485.4909,12338223.654968
485.4495,12347834.768214
485.40948,12357295.6069127
485.31426,12366935.0858654
485.27148,12376539.0447679
485.23008,12386337.6860506
485.1873,12395690.8717302
485.14728,12405370.9020998
485.05344,12414977.1064188
485.001,12424527.4022885
484.95822,12434174.7385969
484.9182,12444168.0299206
484.8768,12453566.6994543
484.83402,12462980.7958785
484.7388,12472835.699267
484.6974,12482471.7849768
484.64634,12491755.6297573
484.60494,12501297.9804365
484.56216,12510905.5411392
484.46832,12520516.8633512
484.41726,12530511.7710488
484.37448,12539942.1407604
484.33308,12549492.5172193
484.28064,12559123.5315234
484.19646,12569440.8232995
484.1454,12578947.23017
484.104,12588361.8981075
484.05018,12597733.6586957
484.00878,12607320.6805203
483.91632,12617648.9666238
483.87354,12626393.4505765
483.8211,12636272.1840759
483.7797,12645586.3080462
483.72588,12655181.6423636
483.63342,12664818.1596868
483.59202,12674441.5117782
483.53958,12683960.6708889
483.4968,12693877.3200288
483.44436,12703224.4192671
483.3519,12712944.9021404
483.30912,12723186.6893672
483.25668,12732751.6994764
483.21528,12742012.4519877
483.16422,12751323.3786797
483.069,12761270.420772
483.0276,12770765.8333478
482.97516,12780169.8977971
482.93238,12789659.0662623
482.8827,12799367.1708028
482.78748,12808893.7742186
482.73504,12818411.7042491
482.69226,12828662.3560003
482.64258,12837601.6565273
482.5998,12847673.1593474
482.50458,12856865.689659
482.45214,12866635.0259096
482.41212,12876625.5396666
482.35968,12886268.4034063
482.31828,12895374.0810005
482.21202,12905396.3191409
482.17062,12914550.1875165
482.11956,12924038.0441562
482.07816,12933562.0998512
482.02572,12943129.9702922
481.91946,12952784.0017534
481.87944,12962358.4433251
481.827,12972047.8810184
481.7856,12981731.8488669
481.73178,12991159.4453878
481.63932,13000736.4849298
481.58688,13010435.1307913
481.53444,13020443.6371445
481.482,13029981.238136
481.43922,13039389.8423303
481.34676,13048918.910318
481.29432,13058959.9238656
481.24188,13068185.1158986
481.1991,13077670.5547105
481.14942,13087280.4891217
481.09698,13096869.5721766
481.00176,13106358.1241782
480.94932,13115987.9216395
480.89826,13125633.2022949
480.85686,13135117.7879576
480.80442,13144798.2854099
480.69816,13154401.4193754
480.65814,13163996.1818937
480.6057,13173530.7896424
480.5643,13183160.8991514
480.51048,13192703.1238979
480.40836,13202734.6625383
480.35454,13212130.6238483
480.31314,13221886.3586467
480.2607,13231241.7273312
480.20826,13240702.05611
480.1158,13250369.4835651
480.06198,13259849.2637057
480.00954,13269477.9428216
479.96814,13279191.8341288
479.9157,13288936.1914107
479.8122,13298601.2452206
479.75976,13308267.0857042
479.71698,13318248.0030067
479.66454,13327536.9947784
479.62452,13337557.8771392
479.51964,13346776.4011176
479.4672,13356274.4776927
479.41338,13365707.949468
479.3637,13375546.0181161
479.32092,13384986.4452307
479.21604,13394765.8122634
479.1636,13404163.0669338
479.12358,13414154.8651247
479.07114,13423596.3112703
479.0187,13433439.1810405
478.92348,13442903.2201375
478.87242,13452802.997817
478.81998,13462518.6107465
478.76754,13472013.5445215
478.7151,13481200.3152967
478.62264,13490751.9585124
478.5702,13500446.5562999
478.51638,13510194.9167018
478.46394,13519686.5752871
478.4115,13529300.5511622
478.31904,13538865.4440444
478.2666,13548590.0842656
478.21416,13558013.444047
478.16172,13567722.5626197
478.1217,13577792.4714093
478.01544,13587183.2958226
477.963,13596745.2353756
477.91056,13606471.755791
477.87054,13615857.8112631
477.8181,13625357.0875299
477.71322,13634833.8439312
477.6594,13644448.7891738
477.60972,13654154.7266687
477.56694,13663747.3389902
477.5145,13673233.4520177
477.40962,13682821.2182234
477.35856,13692447.6795684
477.30612,13702148.9891037
477.26472,13711653.1366556
477.2109,13721598.6446541
477.10878,13731129.0157737
477.05496,13740973.0284286
477.00252,13750491.5926013
476.95008,13759652.2714221
476.9004,13769243.1274476
476.85762,13778794.7034759
476.75274,13788502.1237677
476.7003,13798222.1167197
476.64924,13807671.4159275
476.5968,13817244.3911843
476.54436,13826934.1091594
476.44914,13836413.6199856
476.39808,13846011.9808873
476.34564,13855768.6184281
476.2932,13865709.0069424
476.24076,13875070.3459059
476.13726,13885304.2867851
476.09586,13894209.8718832
476.04204,13904114.0218585
475.9896,13913245.7553107
475.93716,13923250.7883715
475.83366,13932577.3776244
475.78122,13942438.1180534
475.73982,13951675.5570999
475.68738,13961367.8255609
475.63632,13970908.5454943
475.53144,13980485.7827234
475.479,13990309.2971932
475.42518,14000232.9107676
475.38516,14009629.3894912
475.33272,14019340.9869999
475.22784,14028880.4174999
475.1754,14038275.269662
475.12434,14047756.5446931
475.0719,14057397.3833939
475.01946,14067205.2582459
474.91458,14076882.9564135
474.87456,14086264.0986896
474.82074,14095897.3407575
474.7683,14105462.4683214
474.71586,14115131.366345
474.61236,14124670.6125589
474.55992,14134680.5337493
474.50748,14144015.0990179
474.46608,14153940.4177537
474.41226,14163258.5972898
474.31014,14172903.5686668
474.2577,14182483.0660754
474.20388,14192011.4692258
474.15144,14201509.4275955
474.11142,14211305.8121638
474.00654,14220786.2203005
473.9541,14230511.1208933
473.90166,14239879.0230823
473.8506,14249840.4206122
473.79816,14259175.0665176
473.70294,14269051.1616268
473.64222,14278391.8696492
473.59944,14288507.3772412
473.547,14297856.1708455
473.49456,14308013.7178286
473.39106,14317047.1887332
473.33862,14326944.7852387
473.28618,14336136.4272011
473.23374,14345836.2148389
473.19096,14355426.2337001
473.08884,14364968.684396
473.0364,14374597.774633
472.98258,14384371.5019865
472.93014,14393721.5350581
472.89012,14403324.9108825
472.83768,14413090.0263523
472.7328,14422601.5354579
471.75162,14495248.1032621
471.8151,14504682.2449475
471.80406,14515121.1289525
471.77232,14524563.7652563
471.75162,14534074.0743444
471.70884,14543695.402008
471.63708,14553109.3764728
471.59568,14562512.0045732
471.5529,14572022.6892104
471.52116,14581529.7455617
471.47976,14591121.3489189
471.3873,14600707.5860061
471.34452,14610391.7711854
471.29208,14619892.5851787
471.25068,14629512.6122626
471.2079,14639176.0015541
471.11544,14648851.3480366
471.07266,14658297.6071341
471.02022,14668313.8124598
470.96778,14677950.5294136
470.92638,14687349.70023
470.83254,14697137.8329422
470.79114,14706507.5217687
470.7387,14716034.2093717
470.69592,14725541.1853209
470.64348,14735159.1211707
470.55102,14744768.166713
470.50824,14754485.7512311
470.4558,14763936.8051107
470.4144,14773563.5235639
470.36334,14783261.6343594
470.3109,14792670.4458402
470.21568,14802291.1842032
470.16324,14812012.4408298
470.12322,14822077.5425385
470.07078,14831640.6050967
469.97556,14840979.2771017
469.92312,14850835.9236337
469.8831,14860194.8200361
469.83066,14869733.5955087
469.78926,14879197.7549259
469.73544,14888693.2927878
469.6416,14898325.6985564
469.59054,14907932.5330592
469.5381,14917514.1734198
469.4967,14927100.2710541
469.44288,14936739.9866018
469.35042,14946530.6736249
469.29798,14955999.6261078
469.24554,14965862.6954778
469.20276,14975816.4474955
469.1103,14985414.0274051
469.05786,14995026.000255
469.00542,15004735.3846952
468.95298,15014256.4170019
468.9102,15023442.6982985
468.87018,15033304.2116543
468.7653,15042572.2628202
468.71286,15052286.8925583
468.67008,15061821.8184873
468.6204,15071449.3593185
468.56796,15081192.422968
468.47274,15090636.8993714
468.4203,15100250.3787733
468.38028,15110004.212085
468.32784,15120145.3061036
468.28506,15129506.4159798
468.18018,15139355.0110198
468.1374,15148711.6328058
468.08772,15158243.2949491
468.03528,15167713.8972139
467.9925,15177170.1522432
467.88762,15186759.2454532
467.8476,15196399.6587398
467.79516,15206137.7326704
467.75238,15215617.2566181
467.69994,15225226.5965091
467.60748,15234950.3037606
467.55504,15244480.546641
467.5026,15254592.7093852
467.45982,15264038.3764412
467.40738,15273434.3651705
467.31492,15283535.5900023
467.26248,15293130.8456063
467.2197,15302085.7646553
467.16726,15311655.9970463
467.1162,15321224.6919148
467.02236,15331353.9969464
466.96854,15340399.8339247
466.92714,15350428.4965083
466.87608,15359642.2591339
466.83468,15369867.2620844
466.7298,15378859.6298515
466.68702,15388967.3321736
466.63458,15398075.167814
466.58352,15408592.1898093
466.54212,15417277.1097812
466.43586,15427358.6503045
466.39446,15436581.1753858
466.3434,15446924.5652753
466.302,15455915.5124637
466.24956,15465792.4761998
466.20678,15474839.3625819
466.10328,15484979.3792665
466.06188,15494253.9437495
466.00944,15504208.2795038
465.96666,15513270.7346706
465.91422,15523310.8007579
465.82176,15532559.3229757
465.77898,15542547.3855567
465.72654,15551656.1069599
465.6741,15561368.1766097
465.58164,15571449.9321495
465.5292,15580747.9294305
465.48642,15590178.0341669
465.43398,15600242.477303
465.39258,15609426.2407572
465.34152,15619288.6955915
465.2463,15628538.5319326
465.19386,15638498.8636974
465.15246,15647605.9183134
465.1014,15657722.3232967
465.06,15666928.5020195
464.96478,15676991.1635313
464.91234,15686056.2900122
464.87232,15696636.1064751
464.81988,15706056.2824722
464.7771,15715523.1587509
464.67222,15724569.9442909
464.62944,15735010.1762432
464.57976,15743917.4023081
464.53698,15753965.1224602
464.48454,15762824.8400879
464.38932,15772672.5774468
464.3493,15782084.1063963
464.29686,15791716.4912003
464.25546,15801285.8926093
464.21268,15810850.2656517
464.10918,15820508.1537933
464.06778,15830195.5857652
464.01534,15839627.2985472
463.97256,15849273.6662329
463.92012,15859010.8751858
463.82766,15868951.2034322
463.78488,15878351.417982
463.73244,15888103.5611095
463.68,15897499.1235797
463.6386,15907009.5006473
463.54476,15916607.2952483
463.49232,15926889.5964077
463.45092,15935700.9230105
463.40814,15945302.1132058
463.35846,15954877.8096895
463.26324,15964608.4917191
463.2108,15974056.1506423
463.16802,15983695.8650471
463.12662,15993247.2480767
463.07556,16003041.9557308
463.03416,16012551.5117016
462.93894,16022611.932786
462.89616,16032034.3518141
462.84648,16041447.8448307
462.8037,16051342.8652071
462.70986,16060857.3948071
462.65604,16070126.0882377
462.61602,16079694.0748625
462.56358,16089268.380969
462.52218,16099073.5625732
462.46974,16108702.8995459
462.38556,16118435.2555597
462.3345,16127936.8366965
462.2931,16137862.1164066
462.23928,16147202.4617208
462.1551,16157414.6576367
462.10542,16166855.0294447
462.05298,16176420.645885
462.0102,16185675.2302298
461.9688,16196067.8331758
461.91498,16205029.4420693
461.82252,16214563.0027095
461.78112,16223962.8647949
461.72868,16233578.0404944
461.6859,16243184.8364923
461.63346,16252906.4705
461.55066,16262518.1486009
461.49822,16272752.1187387
461.45682,16281557.8020258
461.41404,16291716.4190459
461.36436,16300867.501602
461.26914,16311280.5145793
461.22636,16320499.264297
461.18496,16329988.7884567
461.13252,16339347.2361119
461.0925,16349581.436597
460.99728,16358594.6686881
460.94484,16368318.5567036
460.90206,16377650.0938076
460.86204,16387319.7983892
460.8096,16396727.9848364
460.72542,16406404.8714926
460.67298,16415918.1213195
460.63158,16425651.0048812
460.58052,16435105.2651901
460.52808,16444718.926902
460.4439,16454408.6938871
460.40112,16464387.5199523
460.35144,16473777.9683996
460.30866,16483579.2115584
460.25622,16492854.0341357
460.17204,16502345.6890039
460.1196,16512077.8549448
460.07958,16521556.7249885
460.0368,16531135.8215853
459.98436,16541237.1617516
459.88914,16550342.6520145
459.84912,16560558.1313264
459.80772,16569493.3968985
459.75528,16579515.201295
459.7125,16589325.3578953
459.61866,16598887.9630496
459.57864,16608004.4933484
459.5262,16618281.8845264
459.48342,16627259.4371613
459.44064,16636897.6912406
459.3882,16646386.3775379
459.30678,16655935.6757309
459.25434,16665570.3422484
459.21156,16675256.7418192
459.17016,16684864.4966134
459.11634,16694382.9776348
459.02388,16704055.0612973
458.98248,16713639.5279523
458.9397,16723181.9000452
458.88726,16732813.6724639
458.84724,16742345.2336185
458.7534,16752428.2673499
458.71062,16761834.4638705
458.66784,16771595.1649856
458.6154,16780999.7957672
458.57538,16790393.225379
458.48154,16800031.3589303
458.43876,16809643.2578149
458.39736,16819132.2940405
458.3463,16828867.5545659
457.2078,16893949.0910565
457.34442,16903570.8530514
457.3941,16913144.4639389
457.41618,16922776.270657
457.3941,16932878.5186833
457.3734,16942207.5475162
457.35408,16952190.8583019
457.32234,16961495.1608927
457.29198,16970954.7394143
457.2285,16980344.179211
457.18572,16990088.7365953
457.15398,16999548.3735328
457.11258,17009233.7682386
457.08222,17018720.586
456.99804,17028309.7644503
456.95664,17037917.6456188
456.91386,17047502.1274772
456.87246,17057192.3600927
456.8007,17067194.3118904
456.75792,17076654.7462088
456.71652,17086737.4956656
456.67374,17095668.1834409
456.63234,17105700.15454
456.59232,17114857.4308456
456.50814,17124425.366343
456.46536,17134030.7968312
456.42396,17143793.700004
456.38118,17153453.8500208
456.34116,17163058.0067451
456.25698,17172520.7467403
456.20454,17182112.6233318
456.16314,17191749.5243485
456.12036,17201948.5550978
456.08034,17211304.1075283
455.99616,17221178.8889768
455.94372,17230476.8243428
455.90094,17240038.6412224
455.85954,17249603.7354215
455.81952,17259111.1791139
455.73534,17268808.9263655
455.6829,17278395.3250977
455.64012,17288250.969277
455.6001,17297761.519748
455.54766,17307411.4942656
455.46348,17316813.9360218
455.42208,17327214.4848038
455.36826,17336563.2340239
455.32824,17345994.6717929
455.28684,17355278.8085468
455.19162,17365468.1717002
455.15022,17374776.4292371
455.10744,17384449.8058984
455.05776,17393490.7175409
455.01498,17403702.2172323
454.91976,17412766.570709
454.87836,17423106.6675648
454.83834,17431999.2762157
454.7859,17441995.735287
454.74312,17451255.4600885
454.64928,17461515.6388621
454.6065,17470340.7042138
454.56648,17480824.2427668
454.51404,17489947.6978179
454.47126,17499898.9789733
454.37742,17509179.0716498
454.3374,17518877.0047411
454.28496,17528090.1272035
454.24218,17538001.108093
454.20078,17547140.2250924
454.10556,17557008.032863
454.0545,17566362.6317685
454.0131,17576080.2657411
453.97032,17585605.3740443
453.91788,17595068.0829159
453.87648,17604689.1581786
453.78264,17614412.2099561
453.74124,17624414.1415383
453.6888,17633807.9367469
453.64602,17643601.1399707
453.59634,17652919.4828701
453.50112,17662446.0945198
453.45834,17672145.7338735
453.4059,17681634.8212641
453.3645,17691251.9790851
453.31344,17700857.2255232
453.21822,17710679.3302593
453.17682,17720178.4306202
453.13404,17729621.5907452
453.08436,17739227.6521209
453.04158,17749000.5984643
452.94774,17759085.9659881
452.8953,17768395.1252751
452.85252,17777851.7668252
452.8125,17787314.8963804
452.76006,17797448.929317
452.66484,17806753.7916767
452.62344,17816152.0628438
452.57238,17825769.9818934
452.53098,17835418.6510125
452.47716,17845126.280777
452.38332,17854536.6419756
452.33226,17864172.7769908
452.29086,17873876.5969067
452.23704,17883455.2548432
452.19564,17893145.7743301
452.10042,17903285.2055839
452.05074,17912682.1268058
452.00796,17922252.1812145
451.95552,17931611.1761281
451.90308,17941991.6140932
451.81062,17950746.7721778
451.76784,17960310.3748429
451.7154,17969833.1233256
451.67262,17979342.4391609
451.62018,17988949.0637616
451.52772,17998613.8855994
451.47528,18008229.0784392
451.43388,18018562.7603142
451.38006,18027368.79788
451.34004,18037488.1343321
451.2462,18046641.2633058
451.19376,18056903.0018369
451.13994,18065828.1554987
451.09854,18076393.5291645
451.04748,18085541.0148944
450.95364,18095084.6648247
450.9012,18104734.0894871
450.85842,18114648.5891369
450.80736,18123476.0253144
450.75492,18133332.9026837
450.66108,18142612.9330538
450.60726,18152381.3940429
450.56724,18161738.580491
450.5148,18171464.5189712
450.46236,18181241.753156
450.42096,18190730.0641086
450.31746,18200516.7666028
450.27468,18209981.5161972
450.22224,18220264.6103795
450.1698,18229646.2976294
450.07734,18239211.0121834
450.0249,18248661.0468668
449.98212,18258027.8849692
449.92968,18267558.565474
449.87724,18277152.852679
449.82618,18286772.9230562
449.73234,18296463.1394268
449.67852,18306434.1569061
449.62608,18315601.8738381
449.58606,18325806.1939412
449.53362,18334777.1169461
449.43978,18345320.1984134
449.38596,18353935.4258052
449.33628,18363987.1782903
449.28384,18373367.5497635
449.23002,18383359.536802
449.13618,18392741.0115428
449.08512,18401973.6429315
449.03268,18411531.2385358
448.98024,18421352.2578128
448.9278,18430794.1624107
448.83534,18440269.8851261
448.78152,18449850.1082502
448.72908,18459650.0992546
448.67664,18469071.1195391
448.63524,18478815.6910079
448.53174,18488351.0788602
448.4793,18497910.5177993
448.42686,18507942.8317252
448.37304,18517403.7281372
448.33302,18527514.0853754
448.22814,18536645.9029451
448.1757,18546049.9536028
448.12326,18555614.6805633
448.0722,18565131.9326692
448.01976,18574649.5052621
447.91488,18584267.1634764
447.86244,18593982.2114292
447.82242,18603608.8675586
447.76998,18613111.0932417
447.71616,18622607.19618
447.61128,18632267.6969407
447.56022,18642390.2605845
447.50778,18651726.7876248
447.45534,18661148.0792551
447.4029,18671001.9790047
447.2994,18680644.0005469
447.24696,18689945.6770078
447.19452,18699429.3259537
447.14208,18709036.6123365
447.08964,18718651.5215535
447.03858,18728370.2731462
446.9337,18737842.4176874
446.88126,18747424.911189
446.8302,18757046.4026844
446.78742,18766690.2880574
446.72532,18776418.9557478
446.61906,18785852.9757784
446.56938,18795860.8490266
446.51694,18805270.0613425
446.46312,18815327.7292987
446.41068,18824472.8027253
446.30856,18833864.2236073
446.25474,18843647.660805
446.2023,18853209.6119963
446.14986,18862923.1820421
446.08638,18872382.1640537
445.98426,18882002.0376064
445.93044,18891660.6014949
445.878,18901196.5885463
445.82832,18910774.4030628
445.77588,18920527.1743853
445.65996,18930564.294767
445.60614,18940095.6536975
445.55646,18949430.2430494
445.50402,18959324.515867
445.45158,18968718.3674508
445.33566,18978223.3506778
445.2846,18988036.5653653
445.23216,18997189.6867203
445.17972,19007019.9430979
445.11624,19016477.2921234
445.01274,19026074.3292957
444.9603,19035591.411392
444.90786,19045381.2469361
444.84438,19054808.7004016
444.79332,19064542.1769763
444.68844,19074572.7445962
444.62496,19083940.3581539
444.57528,19093464.0163219
444.5118,19103690.2579573
444.45936,19112720.1053329
444.35448,19122909.1723926
444.29238,19131665.3225208
444.23994,19141741.8105976
444.17646,19150814.3138906
444.12402,19161015.5451923
444.01086,19170108.0692157
443.95842,19180025.4498185
443.89494,19189178.8351421
443.8425,19199369.8027072
443.79144,19208486.67919
443.67552,19218512.5832801
443.61204,19228279.3459768
443.56236,19237920.877231
442.12992,19308424.5145775
442.32864,19318182.1392984
442.34934,19327550.6441802
442.34934,19337150.6422474
442.3383,19346690.1212746
442.32036,19356212.0068538
442.29828,19365862.4642979
442.23618,19375540.5228064
442.1934,19384994.216294
442.15062,19394624.8620431
442.10922,19404233.8549705
442.0692,19414074.9139337
441.97398,19423624.1263286
441.92154,19433107.7130844
441.88014,19443137.8003977
441.82632,19452529.5086846
441.73386,19462503.5710867
441.68142,19471808.5193253
441.62898,19481182.8748935
441.57654,19490800.2845713
441.52548,19500367.6791307
441.46338,19509847.2285562
441.35712,19519533.3622371
441.30744,19529167.2123393
441.25362,19538856.8394552
441.19152,19548272.6632705
441.13908,19557891.4712292
441.02454,19567599.6177461
440.9721,19577560.4789682
440.90862,19586981.9809883
440.85618,19596370.924625
440.79546,19606232.2735065
440.67954,19615702.3542871
440.61606,19625189.0461389
440.565,19634727.8484878
440.5029,19644434.2142812
440.43942,19653967.2490823
440.3235,19663905.2681583
440.26278,19673198.6800635
440.21034,19682770.5805019
440.14686,19692368.8768741
440.08338,19701973.5262951
439.97022,19711614.2514599
439.90674,19721612.7573857
439.84326,19730963.497827
439.78254,19740768.9801485
439.71906,19750128.4017111
439.60314,19759598.3084533
439.53138,19769275.2440251
439.46928,19778722.5568027
439.4058,19788279.9251457
439.34232,19797917.4860616
439.21812,19807846.6581105
439.15464,19817171.8398728
439.09116,19826730.1835965
439.03044,19836337.5225161
438.96696,19846028.604357
438.84138,19856073.8809946
438.78066,19865568.8540367
438.71718,19875050.0971354
438.64266,19884883.4274752
438.58056,19894395.1854452
438.45636,19903867.2668001
438.39288,19913261.6453587
438.3294,19922904.5990753
438.26868,19932436.2449735
438.2052,19942038.4272333
438.13206,19951717.0873369
437.99682,19961237.5100757
437.93334,19970845.7611818
437.86986,19980488.8128188
437.7981,19990907.1510102
437.736,19999662.5940286
437.59938,20009687.05389
437.53728,20018962.3312623
437.4738,20029214.7849166
437.40066,20038323.8001879
437.33718,20048066.5058754
437.20332,20057246.070097
437.13984,20067300.2385539
437.06532,20076630.103543
437.0046,20086484.6993941
436.93146,20095591.3642895
436.79622,20105723.4944635
436.73274,20114921.1971377
436.6596,20125389.0165258
436.58646,20134403.1830271
436.52436,20144105.991745
436.37808,20153653.6118522
436.3146,20163598.9487595
436.24284,20172434.4221496
436.16832,20182370.1592548
436.09518,20191643.8163118
435.95994,20201684.1831804
435.8868,20210868.40299
435.82332,20220548.897395
435.75156,20230035.3132546
435.67842,20239899.4853284
435.53352,20249221.3846592
435.47004,20258838.0262717
435.39552,20268413.0427911
435.32238,20278006.7009634
435.25062,20287988.7755574
435.10296,20297331.9589011
435.0312,20307270.6370531
434.95806,20316550.964746
434.88492,20325976.2049452
434.8104,20335756.1683097
434.6655,20345170.071268
434.58132,20354901.9877456
434.50956,20364511.0420474
434.43642,20374159.1074089
434.3619,20383834.3687953
434.217,20393295.0061329
434.13282,20403007.175825
434.05968,20413161.8337571
433.98792,20422334.3912523
433.9134,20432231.0932412
433.75746,20441569.4692405
433.68432,20451095.2946319
433.60014,20460655.5374507
433.52838,20470549.2761279
433.4442,20479870.2027237
433.28826,20489633.5041512
433.21512,20499082.6663648
433.13094,20509350.3916709
433.05642,20518201.9943659
432.975,20527809.6833201
432.90048,20537563.3048614
432.73488,20547750.6588895
432.66036,20557095.7395536
432.57618,20566739.9827204
432.49476,20576016.1559781
432.3264,20586068.5472168
432.2436,20595435.7334364
432.17046,20604809.0123336
432.08628,20614427.6589149
432.00348,20623859.5419678
431.9193,20633535.2406042
431.7537,20643104.6753382
431.66952,20652825.542354
431.58534,20663068.0499924
431.50254,20671916.1812955
431.41836,20681652.7853535
431.24172,20691288.9078472
431.15754,20700800.1498055
431.07336,20710307.4523763
430.99056,20720232.1417759
430.90638,20729652.2170016
430.72974,20739554.7766175
430.63452,20748797.760718
430.55034,20758427.0400694
430.46892,20767904.6209058
430.3737,20777762.3919737
430.19706,20787048.8939319
430.11288,20796994.1117294
430.02042,20806271.6148722
429.9252,20816293.3599203
429.84102,20825456.7280071
429.65334,20835756.4234788
429.5595,20845155.892224
429.4767,20854790.9042623
429.38286,20864279.9312278
429.28902,20874049.4062738
429.09996,20883146.774553
429.0075,20893284.0687723
428.91228,20902269.1776874
428.81844,20912372.8275168
428.7246,20921516.0931783
428.5383,20931688.0601857
428.44308,20940832.2953386
428.34786,20950993.4220695
428.2554,20960078.8810041
428.15052,20970780.193031
427.96284,20979237.4657707
427.85796,20989219.4968461
427.7655,20998606.3924362
427.65924,21008651.3248973
427.5654,21017874.4362888
427.36668,21027360.5797304
427.26456,21036837.285726
427.16934,21046486.8495485
427.06446,21056049.0894889
426.97062,21065558.2069415
426.86574,21075162.5582725
426.65736,21084928.0939437
426.56214,21094541.8859317
426.46002,21103982.2792765
426.35376,21113571.5808246
426.25164,21123231.2235743
426.0405,21133327.8558027
425.937,21142594.7054164
425.83212,21152044.1118204
425.72862,21161912.7383745
425.62374,21171462.5061963
425.41536,21180743.516008
425.3091,21190444.6919505
425.19594,21200135.8230098
425.09106,21209601.9813746
424.98756,21219363.3132148
424.76814,21228795.6249335
424.66326,21238377.8958492
424.54734,21247940.0906123
424.44384,21257690.1324467
424.32792,21267640.6720872
424.10988,21277225.0783226
423.99534,21286777.3425333
423.87942,21296201.8481301
423.7773,21306028.9767661
